Дата,Средняя температура,Эффективная температура
2021-03-01,18.155407030666037,18.155407030666037
2022-03-14,26.287730015081305,26.287730015081305
2020-04-25,13.547059629927713,13.547059629927713
2020-06-07,17.644107088060476,17.644107088060476
2022-09-16,19.643980628151287,19.643980628151287
2020-04-22,20.408322625228486,20.408322625228486
2020-02-06,21.40599751000431,21.40599751000431
2020-04-15,14.418380215766923,14.418380215766923
2020-12-28,11.183622482223736,11.183622482223736
2020-12-31,17.92522304341082,17.92522304341082
2021-03-17,8.5271556933784,8.5271556933784
2021-07-19,22.080184174091407,22.080184174091407
2020-12-17,20.51618105888723,20.51618105888723
2022-08-31,18.512758909224036,18.512758909224036
2020-09-06,19.401514641216167,19.401514641216167
2022-05-02,21.809877063603448,21.809877063603448
2022-03-07,23.99829638278536,23.99829638278536
2021-02-10,22.704400611555627,22.704400611555627
2022-05-03,21.02534486839039,21.02534486839039
2020-06-13,15.411129013062904,15.411129013062904
2022-05-26,21.494149914003113,21.494149914003113
2022-05-11,18.121371787354093,18.121371787354093
2022-04-08,18.195803387691516,18.195803387691516
2020-03-24,19.181198534857224,19.181198534857224
2021-11-29,18.66724048622442,18.66724048622442
2020-10-22,19.760444793036047,19.760444793036047
2020-03-11,21.8779843328301,21.8779843328301
2021-09-02,16.98746258285697,16.98746258285697
2021-10-26,22.325839150182368,22.325839150182368
2022-07-12,7.631903728067378,7.631903728067378
2022-08-21,20.542410461013656,20.542410461013656
2022-06-21,24.109927651444487,24.109927651444487
2021-12-25,22.279881730381295,22.279881730381295
2020-05-07,20.113969181734674,20.113969181734674
2022-04-20,20.168146831682876,20.168146831682876
2020-01-02,21.285031165796386,21.285031165796386
2022-06-16,18.255613550865302,18.255613550865302
2021-06-23,14.762803416097993,14.762803416097993
2021-08-24,21.35774966174331,21.35774966174331
2020-11-04,12.275452636290314,12.275452636290314
2021-08-08,17.709543359763433,17.709543359763433
2021-02-14,22.089171128352106,22.089171128352106
2020-06-20,20.400733296791618,20.400733296791618
2021-02-21,19.22848665852491,19.22848665852491
2022-02-02,17.014370139667808,17.014370139667808
2022-07-24,16.62236842523449,16.62236842523449
2021-08-26,12.662721954073213,12.662721954073213
2021-04-05,6.019881629880331,6.019881629880331
2022-05-16,24.231189112403072,24.231189112403072
2021-09-29,15.037116235672514,15.037116235672514
2021-02-27,19.620863103979268,19.620863103979268
2020-11-11,20.871428848773693,20.871428848773693
2021-01-11,22.277210804312077,22.277210804312077
2021-06-08,16.803581915015613,16.803581915015613
2022-05-17,30.917959950087265,30.917959950087265
2021-03-14,15.422491156027556,15.422491156027556
2022-01-09,23.66655894031123,23.66655894031123
2020-05-30,13.349452959683845,13.349452959683845
2022-09-26,23.17141691111267,23.17141691111267
2021-07-10,17.437528365295204,17.437528365295204
2022-03-30,15.981480901396987,15.981480901396987
2022-03-18,24.86247452629246,24.86247452629246
2021-02-13,21.13820098020015,21.13820098020015
2020-05-23,17.595506031570906,17.595506031570906
2021-06-10,18.043404451034814,18.043404451034814
2022-05-08,19.25116918443003,19.25116918443003
2022-09-13,20.97497169120815,20.97497169120815
2022-04-07,21.81553350445326,21.81553350445326
2020-07-27,12.400382085030298,12.400382085030298
2021-03-16,16.168248120092944,16.168248120092944
2020-05-11,18.511604749975028,18.511604749975028
2021-01-15,20.624255701239218,20.624255701239218
2020-06-23,21.045533809584562,21.045533809584562
2021-06-17,21.624965533420887,21.624965533420887
2020-09-27,13.215729753719685,13.215729753719685
2021-02-11,16.710942872741676,16.710942872741676
2022-05-19,11.912258637552146,11.912258637552146
2020-05-03,16.56779983371997,16.56779983371997
2020-05-18,20.217573793364302,20.217573793364302
2020-02-21,15.857693965010103,15.857693965010103
2021-09-16,16.146131107486056,16.146131107486056
2020-10-02,16.16832457581276,16.16832457581276
2022-08-23,21.03026553427222,21.03026553427222
2020-12-08,16.507154417906467,16.507154417906467
2020-09-13,19.32767920430961,19.32767920430961
2020-07-01,20.115830294674513,20.115830294674513
2021-09-09,19.736060146724917,19.736060146724917
2020-10-27,29.88602141048332,29.88602141048332
2021-11-21,23.59993981279961,23.59993981279961
2022-02-04,36.91740405219077,36.91740405219077
2020-08-28,16.267997796849667,16.267997796849667
2020-08-18,20.803613677149176,20.803613677149176
2022-07-04,24.432414568552645,24.432414568552645
2020-11-22,22.314689541783835,22.314689541783835
2021-04-03,15.624743691301836,15.624743691301836
2021-11-12,18.698228604825392,18.698228604825392
2021-10-24,28.071292822455415,28.071292822455415
2022-02-01,26.795019754234126,26.795019754234126
2021-04-10,14.131487430056566,14.131487430056566
2020-06-12,17.817134732163733,17.817134732163733
2020-06-16,22.553010855013696,22.553010855013696
2020-05-25,12.049498945923906,12.049498945923906
2020-07-25,24.84722146924904,24.84722146924904
2021-05-15,21.735391020281412,21.735391020281412
2020-07-07,22.064883901489242,22.064883901489242
2020-11-20,23.675553782318694,23.675553782318694
2021-10-19,41.1035268375461,41.1035268375461
2022-01-10,21.42718343801214,21.42718343801214
2022-04-10,18.272975592463684,18.272975592463684
2022-04-30,14.572093771511943,14.572093771511943
2022-09-18,9.207353397595089,9.207353397595089
2022-06-14,20.948274361582065,20.948274361582065
2021-07-29,21.018772170546946,21.018772170546946
2020-03-20,29.164569169209795,29.164569169209795
2022-03-20,13.267816354297075,13.267816354297075
2021-11-18,8.965291239005989,8.965291239005989
2022-07-28,22.183823731506166,22.183823731506166
2022-04-24,20.17714573231655,20.17714573231655
2020-08-17,19.50605568971022,19.50605568971022
2021-12-24,18.50095179828154,18.50095179828154
2022-07-01,16.922336946599998,16.922336946599998
2020-04-10,11.92219489198955,11.92219489198955
2020-10-17,27.02253062881998,27.02253062881998
2021-03-20,17.663501775164594,17.663501775164594
2022-08-04,19.94955720173356,19.94955720173356
2020-02-23,26.743398852675405,26.743398852675405
2021-01-26,19.683507702993246,19.683507702993246
2022-08-20,14.73422304836904,14.73422304836904
2022-09-25,21.661563060072275,21.661563060072275
2021-10-28,19.090158829396348,19.090158829396348
2020-09-08,16.33463828675552,16.33463828675552
2021-05-14,19.474549200128127,19.474549200128127
2021-04-20,16.63510401031574,16.63510401031574
2021-11-01,22.479556293107358,22.479556293107358
2020-09-28,26.540651025362028,26.540651025362028
2020-02-14,19.9126373346146,19.9126373346146
2020-04-23,24.315543340926517,24.315543340926517
2020-01-25,17.9436804691056,17.9436804691056
2020-07-30,26.363684651166682,26.363684651166682
2021-09-12,20.64598022921138,20.64598022921138
2020-06-18,20.32735491573665,20.32735491573665
2021-08-14,16.516454789693352,16.516454789693352
2022-08-27,8.853750086871187,8.853750086871187
2021-08-19,26.479481016809913,26.479481016809913
2021-06-04,10.916497995678764,10.916497995678764
2020-02-02,26.076468720386615,26.076468720386615
2021-09-03,20.637174603567225,20.637174603567225
2020-04-19,20.305821645880048,20.305821645880048
2020-05-16,16.71999512145366,16.71999512145366
2020-11-26,12.082528120365382,12.082528120365382
2020-08-10,13.480148423356805,13.480148423356805
2020-01-29,20.699640639753646,20.699640639753646
2020-10-14,22.18098467605541,22.18098467605541
2021-12-23,16.58748100436551,16.58748100436551
2020-02-25,20.068562428091248,20.068562428091248
2022-09-14,18.092905523131584,18.092905523131584
2022-05-31,11.370398885592625,11.370398885592625
2022-06-20,25.191901685306313,25.191901685306313
2020-02-18,32.69126741848093,32.69126741848093
2022-06-23,21.8047765393744,21.8047765393744
2022-09-03,29.182705281098293,29.182705281098293
2021-10-04,16.361356272334,16.361356272334
2021-06-29,12.610350074205599,12.610350074205599
2021-04-22,18.61494422199386,18.61494422199386
2021-07-01,22.691444589749068,22.691444589749068
2020-03-04,17.78983103352445,17.78983103352445
2021-02-17,22.64355638791634,22.64355638791634
2021-01-19,26.764457280073216,26.764457280073216
2022-06-08,24.633298104666572,24.633298104666572
2020-11-18,21.556707488800672,21.556707488800672
2021-03-27,22.087263626099844,22.087263626099844
2022-02-20,13.247119315581681,13.247119315581681
2020-08-22,17.50265001207232,17.50265001207232
2021-10-18,45.686504488312764,45.686504488312764
2021-07-11,21.94703132276447,21.94703132276447
2021-04-07,18.410945303226022,18.410945303226022
2021-02-28,14.306627697958353,14.306627697958353
2022-05-30,19.401455639159586,19.401455639159586
2020-10-30,14.743623672729555,14.743623672729555
2022-06-03,9.653535332726639,9.653535332726639
2021-11-20,18.276224172403104,18.276224172403104
2020-08-07,23.68762739890048,23.68762739890048
2022-05-20,18.680238146021892,18.680238146021892
2020-10-23,23.000900914438574,23.000900914438574
2020-01-22,16.805289222626396,16.805289222626396
2022-01-30,10.172594440305478,10.172594440305478
2021-02-24,24.78493265430968,24.78493265430968
2020-11-21,12.69753046693159,12.69753046693159
2020-07-18,21.506916103547926,21.506916103547926
2021-03-26,28.537979683808434,28.537979683808434
2020-05-17,17.518090267467645,17.518090267467645
2021-06-20,23.792875584937246,23.792875584937246
2021-11-27,12.497575838669068,12.497575838669068
